Season,ETD Week,ETA Week,ETA,Transport,Specie,Variety,Importer,Exporter,Arrival port,Vessel,Boxes
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Late Rosa,Kopke Jr.inc. William H.,Greenvic,Filadelfia,Cma Cgm Beira,1606
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Flavor Rich,Pacific Trellis Fruit,Monte Alto,Filadelfia,Cma Cgm Beira,136
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Happy Giant,Pacific Trellis Fruit,Monte Alto,Filadelfia,Cma Cgm Beira,648
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Sweet Lady,Pacific Trellis Fruit,Monte Alto,Filadelfia,Cma Cgm Beira,340
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Sweet Diamond,Pacific Trellis Fruit,Monte Alto,Filadelfia,Cma Cgm Beira,850
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Leticia,Pacific Trellis Fruit,Verfrut Spa,Filadelfia,Cma Cgm Beira,483
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Pink Delight,Pacific Trellis Fruit,Verfrut Spa,Filadelfia,Cma Cgm Beira,25
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Larry Ann,Sierra Produce,Exp.santa Marta,Filadelfia,Cma Cgm Beira,2400
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Larry Ann,Sierra Produce,Verfrut Spa,Filadelfia,Cma Cgm Beira,830
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Leticia,Sierra Produce,Verfrut Spa,Filadelfia,Cma Cgm Beira,20
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Blue Gusto,Summit Produce Inc,Soc.c & L Frut,Filadelfia,Cma Cgm Beira,199
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Flavor Heart,Summit Produce Inc,Soc.c & L Frut,Filadelfia,Cma Cgm Beira,335
2023-2024,7-2024,9-2024,28-02-2024,LINER,Plum,Happy Giant,Summit Produce Inc,Soc.c & L Frut,Filadelfia,Cma Cgm Beira,4365
2023-2024,7-2024,9-2024,29-02-2024,LINER,Plum,Larry Ann,Walmart Stores Inc.,Delipack S.a.,Savannah,Ophelia,2407
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Angeleno,A La Orden,Agricom Ltda.,Filadelfia,Msc Avni,680
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Flavor Rich,A La Orden,Agricom Ltda.,Filadelfia,Msc Avni,1960
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Happy Giant,A La Orden,Agricom Ltda.,Filadelfia,Msc Avni,1608
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Pink Delight,A La Orden,Agricom Ltda.,Filadelfia,Msc Avni,952
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Black Kat,A La Orden,Gesex S.a.,Filadelfia,Msc Avni,4400
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Happy Giant,A La Orden,Gesex S.a.,Filadelfia,Msc Avni,9
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,A La Orden,Gesex S.a.,Filadelfia,Msc Avni,95
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Big Kat,A La Orden,Lo Garces Spa,Filadelfia,Msc Avni,768
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Black Majestic,A La Orden,Lo Garces Spa,Filadelfia,Msc Avni,180
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Dapple Delight,A La Orden,Lo Garces Spa,Filadelfia,Msc Avni,82
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,A La Orden,Lo Garces Spa,Filadelfia,Msc Avni,4806
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,A La Orden,Lo Garces Spa,Los Angeles,Msc Avni,499
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Pink Delight,A La Orden,Lo Garces Spa,Los Angeles,Msc Avni,901
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Happy Giant,Bengard Marketing,Soc.c & L Frut,Los Angeles,Msc Avni,567
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,Bengard Marketing,Soc.c & L Frut,Los Angeles,Msc Avni,899
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,Capespan North America Inc.,Verfrut Spa,Filadelfia,Msc Avni,255
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Pink Delight,Capespan North America Inc.,Verfrut Spa,Filadelfia,Msc Avni,340
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Blue Gusto,Colima Walmart,Soc.c & L Frut,Los Angeles,Msc Avni,1408
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Happy Giant,David Oppenheimer Inc.,Delipack S.a.,Wilmington D.,Msc Avni,256
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Black Kat,David Oppenheimer Inc.,Geofrut Ltda.,Filadelfia,Msc Avni,816
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Blue Gusto,David Oppenheimer Inc.,Geofrut Ltda.,Filadelfia,Msc Avni,120
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,David Oppenheimer Inc.,Geofrut Ltda.,Filadelfia,Msc Avni,893
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Pink Delight,David Oppenheimer Inc.,Geofrut Ltda.,Filadelfia,Msc Avni,811
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Black Majestic,David Oppenheimer Inc.,Lq Fruit Ltda.,Filadelfia,Msc Avni,1920
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,David Oppenheimer Inc.,Lq Fruit Ltda.,Filadelfia,Msc Avni,7134
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Summer Breeze,David Oppenheimer Inc.,Lq Fruit Ltda.,Filadelfia,Msc Avni,2
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Black Diamond,Dayka Hackett Llc,Tuniche Fruits,Filadelfia,Msc Avni,15
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Black Heart,Dayka Hackett Llc,Tuniche Fruits,Filadelfia,Msc Avni,13
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Black Majestic,Dayka Hackett Llc,Tuniche Fruits,Filadelfia,Msc Avni,852
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Summer Breeze,Dayka Hackett Llc,Tuniche Fruits,Filadelfia,Msc Avni,220
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,Dayka Hackett Llc,Verfrut Spa,Los Angeles,Msc Avni,1020
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,Forever Fresh Llc,Verfrut Spa,Los Angeles,Msc Avni,1200
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,Fru-veg Marketing Inc.,Triofrut Ltda.,Filadelfia,Msc Avni,1040
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Happy Giant,Kopke Jr.inc. William H.,Greenvic,Filadelfia,Msc Avni,747
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Late Rosa,Kopke Jr.inc. William H.,Greenvic,Filadelfia,Msc Avni,13
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Happy Giant,Pacific Trellis Fruit,Delipack S.a.,Wilmington D.,Msc Avni,2439
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Flavor Rich,Pacific Trellis Fruit,Monte Alto,Filadelfia,Msc Avni,544
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Happy Giant,Pacific Trellis Fruit,Monte Alto,Filadelfia,Msc Avni,3408
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Sweet Lady,Pacific Trellis Fruit,Monte Alto,Filadelfia,Msc Avni,850
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Dapple Dandy,Pacific Trellis Fruit,Prize S.a.,Filadelfia,Msc Avni,560
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Sweet Garnet I,Pacific Trellis Fruit,Prize S.a.,Filadelfia,Msc Avni,400
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Blue Gusto,Pacific Trellis Fruit,Soc.c & L Frut,Filadelfia,Msc Avni,680
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Happy Giant,Pacific Trellis Fruit,Soc.c & L Frut,Filadelfia,Msc Avni,1968
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Late Rosa,Regatta Tropicals Ltd.,Greenvic,Filadelfia,Msc Avni,1500
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Happy Giant,Safco Of America Llc.,Exp.rio King,Los Angeles,Msc Avni,3600
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Sugar Plums,Seasons Farm Fresh,Chile Terra Spa,Filadelfia,Msc Avni,7200
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,Sierra Produce,Verfrut Spa,Filadelfia,Msc Avni,340
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Blue Gusto,Summit Produce Inc,Soc.c & L Frut,Filadelfia,Msc Avni,480
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Happy Giant,Summit Produce Inc,Soc.c & L Frut,Filadelfia,Msc Avni,2449
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,Summit Produce Inc,Soc.c & L Frut,Filadelfia,Msc Avni,1962
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Blue Gusto,Tastyfrutti International Inc.,Prize S.a.,Filadelfia,Msc Avni,2560
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Blue Gusto,World Fresh Produce Inc.,Monte Alto,Filadelfia,Msc Avni,228
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Flavor Rich,World Fresh Produce Inc.,Monte Alto,Filadelfia,Msc Avni,113
2023-2024,7-2024,9-2024,01-03-2024,LINER,Plum,Larry Ann,World Fresh Produce Inc.,Monte Alto,Filadelfia,Msc Avni,2184
2023-2024,8-2024,8-2024,20-02-2024,AIR,Plum,Black Kat,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,178
2023-2024,8-2024,8-2024,20-02-2024,AIR,Plum,Larry Ann,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,185
2023-2024,8-2024,8-2024,20-02-2024,AIR,Plum,Happy Giant,Direct Sourcing Logistics In,Greenvic,Miami,AIR,241
2023-2024,8-2024,8-2024,21-02-2024,AIR,Plum,Black Giant,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,2040
2023-2024,8-2024,8-2024,21-02-2024,AIR,Plum,Larry Ann,Direct Sourcing Logistics In,Geofrut Ltda.,Atlanta,AIR,600
2023-2024,8-2024,8-2024,21-02-2024,AIR,Plum,Larry Ann,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,120
2023-2024,8-2024,8-2024,22-02-2024,AIR,Plum,Pink Delight,Contel Fresh Inc.,Geofrut Ltda.,Miami,AIR,904
2023-2024,8-2024,8-2024,22-02-2024,AIR,Plum,Candy Stripe,Dayka Hackett Llc,Tuniche Fruits,Miami,AIR,176
2023-2024,8-2024,8-2024,22-02-2024,AIR,Plum,Larry Ann,Dayka Hackett Llc,Tuniche Fruits,Miami,AIR,82
2023-2024,8-2024,8-2024,22-02-2024,AIR,Plum,Sweet Garnet I,Dayka Hackett Llc,Tuniche Fruits,Miami,AIR,622
2023-2024,8-2024,8-2024,22-02-2024,AIR,Plum,Black Giant,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,2040
2023-2024,8-2024,8-2024,22-02-2024,AIR,Plum,Black Kat,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,73
2023-2024,8-2024,8-2024,22-02-2024,AIR,Plum,Deep Blue,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,307
2023-2024,8-2024,8-2024,22-02-2024,AIR,Plum,Big Kat,Direct Sourcing Logistics In,Greenvic,Miami,AIR,800
2023-2024,8-2024,8-2024,23-02-2024,AIR,Plum,Pink Delight,Contel Fresh Inc.,Araucaria Exp.,Miami,AIR,1800
2023-2024,8-2024,8-2024,23-02-2024,AIR,Plum,Black Giant,Contel Fresh Inc.,Verfrut Spa,Miami,AIR,880
2023-2024,8-2024,8-2024,23-02-2024,AIR,Plum,Blue Gusto,Trinity Fruit Sales Co.,Soc.c & L Frut,Atlanta,AIR,385
2023-2024,8-2024,8-2024,24-02-2024,AIR,Plum,Black Giant,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,1120
2023-2024,8-2024,8-2024,25-02-2024,AIR,Plum,Black Giant,Direct Source Marketing Inc,Verfrut Spa,Miami,AIR,1600
2023-2024,8-2024,9-2024,26-02-2024,AIR,Plum,Deep Blue,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,30
2023-2024,8-2024,9-2024,26-02-2024,AIR,Plum,Larry Ann,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,229
2023-2024,8-2024,9-2024,26-02-2024,AIR,Plum,Pink Delight,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,AIR,369
2023-2024,8-2024,9-2024,26-02-2024,AIR,Plum,Late Rosa,Direct Sourcing Logistics In,Greenvic,Miami,AIR,291
2023-2024,8-2024,9-2024,27-02-2024,TRUCK,Plum,Blue Gusto,Contel Fresh Inc.,Soc.c & L Frut,Miami,TRUCK,103
2023-2024,8-2024,9-2024,27-02-2024,TRUCK,Plum,Happy Giant,Contel Fresh Inc.,Soc.c & L Frut,Miami,TRUCK,323
2023-2024,8-2024,9-2024,27-02-2024,TRUCK,Plum,Larry Ann,Contel Fresh Inc.,Soc.c & L Frut,Miami,TRUCK,278
2023-2024,8-2024,9-2024,27-02-2024,TRUCK,Plum,Larry Ann,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,TRUCK,520
2023-2024,8-2024,9-2024,29-02-2024,TRUCK,Plum,Larry Ann,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,TRUCK,228
2023-2024,8-2024,9-2024,29-02-2024,TRUCK,Plum,Pink Delight,Direct Sourcing Logistics In,Geofrut Ltda.,Miami,TRUCK,52
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Happy Giant,A La Orden,Agricom Ltda.,Los Angeles,Star Trust,1224
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Pink Delight,A La Orden,Agricom Ltda.,Los Angeles,Star Trust,540
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Kat,A La Orden,Gesex S.a.,Los Angeles,Star Trust,2330
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Happy Giant,A La Orden,Gesex S.a.,Los Angeles,Star Trust,114
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,A La Orden,Gesex S.a.,Los Angeles,Star Trust,546
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,A La Orden,Lo Garces Spa,Los Angeles,Star Trust,2560
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Happy Giant,Bengard Marketing,David Del Curto,Los Angeles,Star Trust,208
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Bengard Marketing,David Del Curto,Los Angeles,Star Trust,832
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Kat,Bengard Marketing,Exp.santa Marta,Los Angeles,Star Trust,688
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Happy Giant,Bengard Marketing,Soc.c & L Frut,Los Angeles,Star Trust,1347
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Bengard Marketing,Soc.c & L Frut,Los Angeles,Star Trust,1347
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,K-plum,Bengard Marketing,Tuniche Fruits,Los Angeles,Star Trust,486
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Bengard Marketing,Tuniche Fruits,Los Angeles,Star Trust,272
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Blue Gusto,Colima Walmart,Soc.c & L Frut,Los Angeles,Star Trust,1027
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Colima Walmart,Soc.c & L Frut,Los Angeles,Star Trust,968
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Kat,David Oppenheimer Inc.,Geofrut Ltda.,Los Angeles,Star Trust,201
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,David Oppenheimer Inc.,Geofrut Ltda.,Los Angeles,Star Trust,746
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Pink Delight,David Oppenheimer Inc.,Geofrut Ltda.,Los Angeles,Star Trust,465
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Giant,David Oppenheimer Inc.,Verfrut Spa,Los Angeles,Star Trust,768
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Crimson Cat,David Oppenheimer Inc.,Verfrut Spa,Los Angeles,Star Trust,988
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,David Oppenheimer Inc.,Verfrut Spa,Los Angeles,Star Trust,2484
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Leticia,David Oppenheimer Inc.,Verfrut Spa,Los Angeles,Star Trust,69
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Pink Delight,David Oppenheimer Inc.,Verfrut Spa,Los Angeles,Star Trust,939
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Dayka Hackett Llc,Verfrut Spa,Los Angeles,Star Trust,85
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Pink Delight,Dayka Hackett Llc,Verfrut Spa,Los Angeles,Star Trust,340
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Jac Vandenberg Inc.,Geofrut Ltda.,Los Angeles,Star Trust,1296
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Heart,Kingsburg Orchards,C Y D S.a.,Los Angeles,Star Trust,112
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Majestic,Kingsburg Orchards,C Y D S.a.,Los Angeles,Star Trust,385
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Blue Gusto,Kingsburg Orchards,C Y D S.a.,Los Angeles,Star Trust,6149
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Early Angeleno,Kingsburg Orchards,C Y D S.a.,Los Angeles,Star Trust,77
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Fortune,Kingsburg Orchards,C Y D S.a.,Los Angeles,Star Trust,12
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Kingsburg Orchards,C Y D S.a.,Los Angeles,Star Trust,330
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Summer Breeze,Kingsburg Orchards,C Y D S.a.,Los Angeles,Star Trust,1219
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Kopke Jr.inc. William H.,Exp.agua Santa,Los Angeles,Star Trust,330
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Angeleno,Pacific Trellis Fruit,Monte Alto,Los Angeles,Star Trust,240
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Autumn Pride,Pacific Trellis Fruit,Monte Alto,Los Angeles,Star Trust,648
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Kat,Pacific Trellis Fruit,Monte Alto,Los Angeles,Star Trust,752
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Blue Gusto,Pacific Trellis Fruit,Monte Alto,Los Angeles,Star Trust,120
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Flavor Rich,Pacific Trellis Fruit,Monte Alto,Los Angeles,Star Trust,180
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Happy Giant,Pacific Trellis Fruit,Monte Alto,Los Angeles,Star Trust,190
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Pacific Trellis Fruit,Monte Alto,Los Angeles,Star Trust,3036
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Leticia,Pacific Trellis Fruit,Monte Alto,Los Angeles,Star Trust,60
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Pink Delight,Pacific Trellis Fruit,Monte Alto,Los Angeles,Star Trust,180
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Sweet Lady,Pacific Trellis Fruit,Monte Alto,Los Angeles,Star Trust,680
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Blue Gusto,Pacific Trellis Fruit,Olivar Export S,Los Angeles,Star Trust,540
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Pacific Trellis Fruit,Olivar Export S,Los Angeles,Star Trust,321
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Pink Delight,Pacific Trellis Fruit,Olivar Export S,Los Angeles,Star Trust,639
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Sugar Plum,Pacific Trellis Fruit,Olivar Export S,Los Angeles,Star Trust,225
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Autumn Pride,Pacific Trellis Fruit,Triofrut Ltda.,Los Angeles,Star Trust,754
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Pacific Trellis Fruit,Triofrut Ltda.,Los Angeles,Star Trust,78
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Heart,Regatta Tropicals Ltd.,Nicofrut S.a.,Los Angeles,Star Trust,420
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Kat,Regatta Tropicals Ltd.,Nicofrut S.a.,Los Angeles,Star Trust,62
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Regatta Tropicals Ltd.,Nicofrut S.a.,Los Angeles,Star Trust,851
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Majestic,Sierra Produce,C Y D S.a.,Los Angeles,Star Trust,1344
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Sierra Produce,C Y D S.a.,Los Angeles,Star Trust,800
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Sierra Produce,Exp.agua Santa,Los Angeles,Star Trust,3224
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Black Kat,Sierra Produce,Exp.santa Marta,Los Angeles,Star Trust,1080
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Blue Gusto,Sierra Produce,Exp.santa Marta,Los Angeles,Star Trust,120
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Sierra Produce,Exp.santa Marta,Los Angeles,Star Trust,3072
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Sierra Produce,Verfrut Spa,Los Angeles,Star Trust,3310
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Leticia,Sierra Produce,Verfrut Spa,Los Angeles,Star Trust,959
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Pink Delight,Sierra Produce,Verfrut Spa,Los Angeles,Star Trust,979
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Sugar Plums,Sol Fruit International,Chile Terra Spa,Los Angeles,Star Trust,2382
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Blue Gusto,Summit Produce Inc,Soc.c & L Frut,Los Angeles,Star Trust,720
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Happy Giant,Summit Produce Inc,Soc.c & L Frut,Los Angeles,Star Trust,284
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Summit Produce Inc,Soc.c & L Frut,Los Angeles,Star Trust,14
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Walmart Stores Inc.,Lafrut Ltda.,Los Angeles,Star Trust,595
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Leticia,Walmart Stores Inc.,Lafrut Ltda.,Los Angeles,Star Trust,344
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Sweet Pekeetah,Walmart Stores Inc.,Lafrut Ltda.,Los Angeles,Star Trust,1621
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Blue Gusto,Walmart Stores Inc.,Prize S.a.,Los Angeles,Star Trust,962
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Sweet Garnet I,Walmart Stores Inc.,Prize S.a.,Los Angeles,Star Trust,1124
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Sweet Mery,Walmart Stores Inc.,Prize S.a.,Los Angeles,Star Trust,59
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Larry Ann,Walmart Stores Inc.,Verfrut Spa,Los Angeles,Star Trust,2304
2023-2024,8-2024,9-2024,03-03-2024,CHARTER,Plum,Pink Delight,Walmart Stores Inc.,Verfrut Spa,Los Angeles,Star Trust,256
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Larry Ann,A La Orden,Copefrut S.a.,Los Angeles,Maersk Bintan,4984
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Pink Delight,A La Orden,Copefrut S.a.,Filadelfia,Maersk Bintan,2480
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Pink Delight,A La Orden,Copefrut S.a.,Los Angeles,Maersk Bintan,2504
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Black Kat,A La Orden,Gesex S.a.,Filadelfia,Maersk Bintan,10164
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Happy Giant,A La Orden,Gesex S.a.,Filadelfia,Maersk Bintan,28
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Larry Ann,A La Orden,Gesex S.a.,Filadelfia,Maersk Bintan,224
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Black Kat,A La Orden,Lo Garces Spa,Filadelfia,Maersk Bintan,154
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Black Magic,A La Orden,Lo Garces Spa,Filadelfia,Maersk Bintan,26
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Black Majestic,A La Orden,Lo Garces Spa,Filadelfia,Maersk Bintan,120
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Larry Ann,A La Orden,Lo Garces Spa,Filadelfia,Maersk Bintan,2100
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Larry Ann,David Oppenheimer Inc.,Geofrut Ltda.,Filadelfia,Maersk Bintan,2040
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Larry Ann,Grapeman Farms Lp.,Geofrut Ltda.,Filadelfia,Maersk Bintan,680
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Larry Ann,Jac Vandenberg Inc.,Geofrut Ltda.,Filadelfia,Maersk Bintan,270
2023-2024,8-2024,10-2024,05-03-2024,LINER,Plum,Suplumthirtysix-applum(tm),Pacific Trellis Fruit,Chilfresh S.a.,Filadelfia,Maersk Bintan,2050
